Month,Franchise,Brand,Region,Cluster,Country,Currency,Sales_Local,Sales_USD,Units,Budget_USD
2024-04-01,Franchise B,Brand E,EMEA,Western Europe,UK,GBP,11441.82,14669.0,403,14309.95
2024-04-01,Franchise B,Brand F,EMEA,Western Europe,UK,GBP,14814.54,18993.0,98,18537.83
2024-04-01,Franchise C,Brand G,EMEA,Western Europe,UK,GBP,5940.48,7616.0,77,8117.74
2024-04-01,Franchise A,Brand A,EMEA,DACH,Germany,EUR,5592.68,6079.0,374,6397.59
2024-04-01,Franchise A,Brand B,EMEA,DACH,Germany,EUR,8568.88,9314.0,234,9202.07
2024-04-01,Franchise A,Brand C,EMEA,DACH,Germany,EUR,13235.12,14386.0,186,14268.65
2024-04-01,Franchise B,Brand D,EMEA,DACH,Germany,EUR,17529.68,19054.0,139,18951.92
2024-04-01,Franchise B,Brand E,EMEA,DACH,Germany,EUR,16600.48,18044.0,115,18539.07
2024-04-01,Franchise B,Brand F,EMEA,DACH,Germany,EUR,15637.24,16997.0,348,17388.57
2024-04-01,Franchise C,Brand G,EMEA,DACH,Germany,EUR,9347.2,10160.0,292,10105.95
2024-04-01,Franchise A,Brand A,EMEA,Middle East,UAE,AED,53251.7,14510.0,164,14375.51
2024-04-01,Franchise A,Brand B,EMEA,Middle East,UAE,AED,31921.66,8698.0,314,9254.15
2024-04-01,Franchise A,Brand C,EMEA,Middle East,UAE,AED,30908.74,8422.0,61,7855.55
2024-04-01,Franchise B,Brand D,EMEA,Middle East,UAE,AED,70805.31,19293.0,481,20701.39
2024-04-01,Franchise B,Brand E,EMEA,Middle East,UAE,AED,56833.62,15486.0,243,15015.91
2024-04-01,Franchise B,Brand F,EMEA,Middle East,UAE,AED,69718.99,18997.0,194,17736.92
2024-04-01,Franchise C,Brand G,EMEA,Middle East,UAE,AED,38740.52,10556.0,249,9818.65
2024-05-01,Franchise A,Brand A,North America,US/CAN,USA,USD,19670.0,19670.0,254,18193.46
2024-05-01,Franchise A,Brand B,North America,US/CAN,USA,USD,8805.0,8805.0,304,8840.92
2024-05-01,Franchise A,Brand C,North America,US/CAN,USA,USD,7961.0,7961.0,121,7607.37
2024-05-01,Franchise B,Brand D,North America,US/CAN,USA,USD,5472.0,5472.0,293,5003.82
2024-05-01,Franchise B,Brand E,North America,US/CAN,USA,USD,12968.0,12968.0,433,14086.86
2024-05-01,Franchise B,Brand F,North America,US/CAN,USA,USD,16794.0,16794.0,92,17732.12
2024-05-01,Franchise C,Brand G,North America,US/CAN,USA,USD,8896.0,8896.0,363,8907.32
2024-05-01,Franchise A,Brand A,North America,US/CAN,Canada,CAD,19469.76,14316.0,63,14857.07
2024-05-01,Franchise A,Brand B,North America,US/CAN,Canada,CAD,14724.72,10827.0,239,10314.74
2024-05-01,Franchise A,Brand C,North America,US/CAN,Canada,CAD,10746.72,7902.0,113,7145.81
2024-05-01,Franchise B,Brand D,North America,US/CAN,Canada,CAD,7324.96,5386.0,222,5258.3
2024-05-01,Franchise B,Brand E,North America,US/CAN,Canada,CAD,16672.24,12259.0,314,11607.19
2024-05-01,Franchise B,Brand F,North America,US/CAN,Canada,CAD,8989.6,6610.0,341,6802.85
2024-05-01,Franchise C,Brand G,North America,US/CAN,Canada,CAD,14647.2,10770.0,237,11002.97
2024-05-01,Franchise A,Brand A,LATAM,Southern Cone,Brazil,BRL,101908.2,19982.0,339,18654.98
2024-05-01,Franchise A,Brand B,LATAM,Southern Cone,Brazil,BRL,58614.3,11493.0,88,12406.07
2024-05-01,Franchise A,Brand C,LATAM,Southern Cone,Brazil,BRL,38127.6,7476.0,438,8132.13
2024-05-01,Franchise B,Brand D,LATAM,Southern Cone,Brazil,BRL,53754.0,10540.0,185,10810.0
2024-05-01,Franchise B,Brand E,LATAM,Southern Cone,Brazil,BRL,82104.9,16099.0,378,17517.2
2024-05-01,Franchise B,Brand F,LATAM,Southern Cone,Brazil,BRL,93156.6,18266.0,82,18943.36
2024-05-01,Franchise C,Brand G,LATAM,Southern Cone,Brazil,BRL,71476.5,14015.0,414,13994.36
2024-05-01,Franchise A,Brand A,LATAM,Southern Cone,Mexico,MXN,150095.4,8247.0,112,7916.76
2024-05-01,Franchise A,Brand B,LATAM,Southern Cone,Mexico,MXN,297024.0,16320.0,53,16930.03
2024-05-01,Franchise A,Brand C,LATAM,Southern Cone,Mexico,MXN,248703.0,13665.0,204,13514.51
2024-05-01,Franchise B,Brand D,LATAM,Southern Cone,Mexico,MXN,251032.6,13793.0,467,12991.78
2024-05-01,Franchise B,Brand E,LATAM,Southern Cone,Mexico,MXN,116225.2,6386.0,325,7010.95
2024-05-01,Franchise B,Brand F,LATAM,Southern Cone,Mexico,MXN,228046.0,12530.0,410,11832.37
2024-05-01,Franchise C,Brand G,LATAM,Southern Cone,Mexico,MXN,280971.6,15438.0,486,16816.33
2024-05-01,Franchise A,Brand A,APAC,SE Asia,Singapore,SGD,14590.8,10808.0,393,10562.82
2024-05-01,Franchise A,Brand B,APAC,SE Asia,Singapore,SGD,16848.0,12480.0,303,11232.77
2024-05-01,Franchise A,Brand C,APAC,SE Asia,Singapore,SGD,13070.7,9682.0,100,9891.82
2024-05-01,Franchise B,Brand D,APAC,SE Asia,Singapore,SGD,20713.05,15343.0,64,14574.84
2024-05-01,Franchise B,Brand E,APAC,SE Asia,Singapore,SGD,6961.95,5157.0,144,4751.74
2024-05-01,Franchise B,Brand F,APAC,SE Asia,Singapore,SGD,19600.65,14519.0,182,15252.81
2024-05-01,Franchise C,Brand G,APAC,SE Asia,Singapore,SGD,10107.45,7487.0,208,7766.49
2024-05-01,Franchise A,Brand A,APAC,SE Asia,India,INR,721440.0,8640.0,293,8567.32
2024-05-01,Franchise A,Brand B,APAC,SE Asia,India,INR,1231124.0,14744.0,469,14340.01
2024-05-01,Franchise A,Brand C,APAC,SE Asia,India,INR,1437953.5,17221.0,261,18734.52
2024-05-01,Franchise B,Brand D,APAC,SE Asia,India,INR,1160232.5,13895.0,322,13654.81
2024-05-01,Franchise B,Brand E,APAC,SE Asia,India,INR,792665.5,9493.0,273,10290.37
2024-05-01,Franchise B,Brand F,APAC,SE Asia,India,INR,1003920.5,12023.0,248,11303.86
2024-05-01,Franchise C,Brand G,APAC,SE Asia,India,INR,854706.0,10236.0,218,9620.11
2024-05-01,Franchise A,Brand A,APAC,Oceania,Australia,AUD,7834.08,5154.0,292,5642.89
2024-05-01,Franchise A,Brand B,APAC,Oceania,Australia,AUD,24648.32,16216.0,180,16764.68
2024-05-01,Franchise A,Brand C,APAC,Oceania,Australia,AUD,23941.52,15751.0,462,17035.75
2024-05-01,Franchise B,Brand D,APAC,Oceania,Australia,AUD,8729.36,5743.0,378,5642.58
2024-05-01,Franchise B,Brand E,APAC,Oceania,Australia,AUD,10738.8,7065.0,152,6996.29
2024-05-01,Franchise B,Brand F,APAC,Oceania,Australia,AUD,23421.68,15409.0,100,15931.65
2024-05-01,Franchise C,Brand G,APAC,Oceania,Australia,AUD,23637.52,15551.0,274,16629.91
2024-05-01,Franchise A,Brand A,EMEA,Western Europe,UK,GBP,4394.52,5634.0,190,5323.93
2024-05-01,Franchise A,Brand B,EMEA,Western Europe,UK,GBP,7437.3,9535.0,108,10083.8
2024-05-01,Franchise A,Brand C,EMEA,Western Europe,UK,GBP,12909.0,16550.0,478,16983.14
2024-05-01,Franchise B,Brand D,EMEA,Western Europe,UK,GBP,11176.62,14329.0,462,15027.47
2024-05-01,Franchise B,Brand E,EMEA,Western Europe,UK,GBP,13748.28,17626.0,113,17181.14
2024-05-01,Franchise B,Brand F,EMEA,Western Europe,UK,GBP,9356.88,11996.0,113,12160.9
2024-05-01,Franchise C,Brand G,EMEA,Western Europe,UK,GBP,13277.16,17022.0,312,17553.91
2024-05-01,Franchise A,Brand A,EMEA,DACH,Germany,EUR,7694.88,8364.0,62,8666.2
2024-05-01,Franchise A,Brand B,EMEA,DACH,Germany,EUR,6555.92,7126.0,279,6978.82
2024-05-01,Franchise A,Brand C,EMEA,DACH,Germany,EUR,7613.0,8275.0,277,8348.18
2024-05-01,Franchise B,Brand D,EMEA,DACH,Germany,EUR,9547.76,10378.0,469,9791.12
2024-05-01,Franchise B,Brand E,EMEA,DACH,Germany,EUR,8717.0,9475.0,365,8980.29
2024-05-01,Franchise B,Brand F,EMEA,DACH,Germany,EUR,10961.8,11915.0,69,10774.98
2024-05-01,Franchise C,Brand G,EMEA,DACH,Germany,EUR,8280.0,9000.0,197,8226.88
2024-05-01,Franchise A,Brand A,EMEA,Middle East,UAE,AED,61876.2,16860.0,249,15650.73
2024-05-01,Franchise A,Brand B,EMEA,Middle East,UAE,AED,53321.43,14529.0,54,14667.94
2024-05-01,Franchise A,Brand C,EMEA,Middle East,UAE,AED,67293.12,18336.0,413,18624.18
2024-05-01,Franchise B,Brand D,EMEA,Middle East,UAE,AED,60712.81,16543.0,131,15588.51
2024-05-01,Franchise B,Brand E,EMEA,Middle East,UAE,AED,31268.4,8520.0,385,8576.23
2024-05-01,Franchise B,Brand F,EMEA,Middle East,UAE,AED,54033.41,14723.0,304,14295.41
2024-05-01,Franchise C,Brand G,EMEA,Middle East,UAE,AED,30082.99,8197.0,382,8112.93
2024-06-01,Franchise A,Brand A,North America,US/CAN,USA,USD,19273.0,19273.0,167,20806.9
2024-06-01,Franchise A,Brand B,North America,US/CAN,USA,USD,7989.0,7989.0,173,7498.61
2024-06-01,Franchise A,Brand C,North America,US/CAN,USA,USD,5152.0,5152.0,321,5039.32
2024-06-01,Franchise B,Brand D,North America,US/CAN,USA,USD,8498.0,8498.0,438,9325.33
2024-06-01,Franchise B,Brand E,North America,US/CAN,USA,USD,15129.0,15129.0,364,15302.31
2024-06-01,Franchise B,Brand F,North America,US/CAN,USA,USD,15359.0,15359.0,370,14020.19
2024-06-01,Franchise C,Brand G,North America,US/CAN,USA,USD,5147.0,5147.0,173,5639.42
2024-06-01,Franchise A,Brand A,North America,US/CAN,Canada,CAD,14901.52,10957.0,122,11685.66
2024-06-01,Franchise A,Brand B,North America,US/CAN,Canada,CAD,13738.72,10102.0,98,9833.72
2024-06-01,Franchise A,Brand C,North America,US/CAN,Canada,CAD,10083.04,7414.0,74,6786.6
2024-06-01,Franchise B,Brand D,North America,US/CAN,Canada,CAD,21806.24,16034.0,318,16330.6
2024-06-01,Franchise B,Brand E,North America,US/CAN,Canada,CAD,11848.32,8712.0,400,8867.76
2024-06-01,Franchise B,Brand F,North America,US/CAN,Canada,CAD,24924.72,18327.0,485,18541.59
2024-06-01,Franchise C,Brand G,North America,US/CAN,Canada,CAD,24983.2,18370.0,176,19492.41
2024-06-01,Franchise A,Brand A,LATAM,Southern Cone,Brazil,BRL,31936.2,6262.0,400,6358.78
2024-06-01,Franchise A,Brand B,LATAM,Southern Cone,Brazil,BRL,43865.1,8601.0,213,8158.68
2024-06-01,Franchise A,Brand C,LATAM,Southern Cone,Brazil,BRL,94426.5,18515.0,279,18154.48
2024-06-01,Franchise B,Brand D,LATAM,Southern Cone,Brazil,BRL,31492.5,6175.0,472,6462.08
2024-06-01,Franchise B,Brand E,LATAM,Southern Cone,Brazil,BRL,80391.3,15763.0,337,16202.39
2024-06-01,Franchise B,Brand F,LATAM,Southern Cone,Brazil,BRL,78861.3,15463.0,466,14289.87
2024-06-01,Franchise C,Brand G,LATAM,Southern Cone,Brazil,BRL,64933.2,12732.0,412,11787.69
2024-06-01,Franchise A,Brand A,LATAM,Southern Cone,Mexico,MXN,223951.0,12305.0,135,13330.28
2024-06-01,Franchise A,Brand B,LATAM,Southern Cone,Mexico,MXN,322977.2,17746.0,267,18224.41
2024-06-01,Franchise A,Brand C,LATAM,Southern Cone,Mexico,MXN,282009.0,15495.0,141,14500.93
2024-06-01,Franchise B,Brand D,LATAM,Southern Cone,Mexico,MXN,199508.4,10962.0,72,10444.09
2024-06-01,Franchise B,Brand E,LATAM,Southern Cone,Mexico,MXN,314914.6,17303.0,467,18398.1
2024-06-01,Franchise B,Brand F,LATAM,Southern Cone,Mexico,MXN,134643.6,7398.0,83,7433.81
2024-06-01,Franchise C,Brand G,LATAM,Southern Cone,Mexico,MXN,319027.8,17529.0,51,16725.35
2024-06-01,Franchise A,Brand A,APAC,SE Asia,Singapore,SGD,21811.95,16157.0,363,14922.25
2024-06-01,Franchise A,Brand B,APAC,SE Asia,Singapore,SGD,14006.25,10375.0,74,9599.56
2024-06-01,Franchise A,Brand C,APAC,SE Asia,Singapore,SGD,16124.4,11944.0,433,11817.42
2024-06-01,Franchise B,Brand D,APAC,SE Asia,Singapore,SGD,24382.35,18061.0,98,18759.5
2024-06-01,Franchise B,Brand E,APAC,SE Asia,Singapore,SGD,23182.2,17172.0,430,16139.12
2024-06-01,Franchise B,Brand F,APAC,SE Asia,Singapore,SGD,11182.05,8283.0,159,8351.16
2024-06-01,Franchise C,Brand G,APAC,SE Asia,Singapore,SGD,12143.25,8995.0,466,8577.43
2024-06-01,Franchise A,Brand A,APAC,SE Asia,India,INR,929689.0,11134.0,413,12141.06
2024-06-01,Franchise A,Brand B,APAC,SE Asia,India,INR,587422.5,7035.0,345,6449.24
2024-06-01,Franchise A,Brand C,APAC,SE Asia,India,INR,886853.5,10621.0,82,10810.87
2024-06-01,Franchise B,Brand D,APAC,SE Asia,India,INR,1437953.5,17221.0,115,17464.83
2024-06-01,Franchise B,Brand E,APAC,SE Asia,India,INR,878336.5,10519.0,249,11493.11
2024-06-01,Franchise B,Brand F,APAC,SE Asia,India,INR,1656640.0,19840.0,341,21667.94
2024-06-01,Franchise C,Brand G,APAC,SE Asia,India,INR,658230.5,7883.0,280,7531.3
2024-06-01,Franchise A,Brand A,APAC,Oceania,Australia,AUD,8288.56,5453.0,456,5635.97
2024-06-01,Franchise A,Brand B,APAC,Oceania,Australia,AUD,29536.64,19432.0,385,21267.91
2024-06-01,Franchise A,Brand C,APAC,Oceania,Australia,AUD,9240.08,6079.0,104,5644.42
2024-06-01,Franchise B,Brand D,APAC,Oceania,Australia,AUD,25376.4,16695.0,250,16989.72
2024-06-01,Franchise B,Brand E,APAC,Oceania,Australia,AUD,12996.0,8550.0,85,7882.25
2024-06-01,Franchise B,Brand F,APAC,Oceania,Australia,AUD,18151.84,11942.0,270,11887.9
2024-06-01,Franchise C,Brand G,APAC,Oceania,Australia,AUD,26148.56,17203.0,326,16430.45
2024-06-01,Franchise A,Brand A,EMEA,Western Europe,UK,GBP,4410.9,5655.0,132,5785.69
2024-06-01,Franchise A,Brand B,EMEA,Western Europe,UK,GBP,13658.58,17511.0,176,17432.81
2024-06-01,Franchise A,Brand C,EMEA,Western Europe,UK,GBP,8100.3,10385.0,79,10969.43
2024-06-01,Franchise B,Brand D,EMEA,Western Europe,UK,GBP,13873.08,17786.0,369,17257.38
2024-06-01,Franchise B,Brand E,EMEA,Western Europe,UK,GBP,6562.92,8414.0,492,8069.59
2024-06-01,Franchise B,Brand F,EMEA,Western Europe,UK,GBP,13717.08,17586.0,463,17968.99
2024-06-01,Franchise C,Brand G,EMEA,Western Europe,UK,GBP,11946.48,15316.0,108,14994.64
2024-06-01,Franchise A,Brand A,EMEA,DACH,Germany,EUR,16537.92,17976.0,291,17622.39
2024-06-01,Franchise A,Brand B,EMEA,DACH,Germany,EUR,5943.2,6460.0,295,6588.77
2024-06-01,Franchise A,Brand C,EMEA,DACH,Germany,EUR,13381.4,14545.0,387,15361.38
2024-06-01,Franchise B,Brand D,EMEA,DACH,Germany,EUR,11326.12,12311.0,487,13062.59
2024-06-01,Franchise B,Brand E,EMEA,DACH,Germany,EUR,8582.68,9329.0,256,8761.8
2024-06-01,Franchise B,Brand F,EMEA,DACH,Germany,EUR,4926.6,5355.0,101,4936.61
2024-06-01,Franchise C,Brand G,EMEA,DACH,Germany,EUR,8099.68,8804.0,394,7954.14
2024-06-01,Franchise A,Brand A,EMEA,Middle East,UAE,AED,49133.96,13388.0,391,14283.32
2024-06-01,Franchise A,Brand B,EMEA,Middle East,UAE,AED,46799.84,12752.0,372,13139.51
2024-06-01,Franchise A,Brand C,EMEA,Middle East,UAE,AED,21289.67,5801.0,329,6209.6
2024-06-01,Franchise B,Brand D,EMEA,Middle East,UAE,AED,68970.31,18793.0,368,20127.51
2024-06-01,Franchise B,Brand E,EMEA,Middle East,UAE,AED,26548.78,7234.0,167,7636.72
2024-06-01,Franchise B,Brand F,EMEA,Middle East,UAE,AED,50194.59,13677.0,255,12658.41
2024-06-01,Franchise C,Brand G,EMEA,Middle East,UAE,AED,47335.66,12898.0,391,12353.43
2024-07-01,Franchise A,Brand A,North America,US/CAN,USA,USD,9231.0,9231.0,147,8704.8
2024-07-01,Franchise A,Brand B,North America,US/CAN,USA,USD,17098.0,17098.0,394,16197.06
2024-07-01,Franchise A,Brand C,North America,US/CAN,USA,USD,6495.0,6495.0,245,6378.11
2024-07-01,Franchise B,Brand D,North America,US/CAN,USA,USD,17787.0,17787.0,344,16984.04
2024-07-01,Franchise B,Brand E,North America,US/CAN,USA,USD,12694.0,12694.0,327,12185.87
2024-07-01,Franchise B,Brand F,North America,US/CAN,USA,USD,5492.0,5492.0,261,5589.11
2024-07-01,Franchise C,Brand G,North America,US/CAN,USA,USD,18093.0,18093.0,191,18160.83
2024-07-01,Franchise A,Brand A,North America,US/CAN,Canada,CAD,9310.56,6846.0,448,6337.83
2024-07-01,Franchise A,Brand B,North America,US/CAN,Canada,CAD,19948.48,14668.0,258,15212.78
2024-07-01,Franchise A,Brand C,North America,US/CAN,Canada,CAD,10961.6,8060.0,91,7271.08
2024-07-01,Franchise B,Brand D,North America,US/CAN,Canada,CAD,23844.88,17533.0,372,17315.26
2024-07-01,Franchise B,Brand E,North America,US/CAN,Canada,CAD,14343.92,10547.0,485,10070.46
2024-07-01,Franchise B,Brand F,North America,US/CAN,Canada,CAD,13053.28,9598.0,264,9343.96
2024-07-01,Franchise C,Brand G,North America,US/CAN,Canada,CAD,21780.4,16015.0,362,17015.0
2024-07-01,Franchise A,Brand A,LATAM,Southern Cone,Brazil,BRL,77239.5,15145.0,352,16253.52
2024-07-01,Franchise A,Brand B,LATAM,Southern Cone,Brazil,BRL,81503.1,15981.0,159,15021.37
2024-07-01,Franchise A,Brand C,LATAM,Southern Cone,Brazil,BRL,48001.2,9412.0,415,9528.65
2024-07-01,Franchise B,Brand D,LATAM,Southern Cone,Brazil,BRL,83522.7,16377.0,235,15490.98
2024-07-01,Franchise B,Brand E,LATAM,Southern Cone,Brazil,BRL,42625.8,8358.0,366,8589.41
2024-07-01,Franchise B,Brand F,LATAM,Southern Cone,Brazil,BRL,47705.4,9354.0,381,8834.94
2024-07-01,Franchise C,Brand G,LATAM,Southern Cone,Brazil,BRL,58889.7,11547.0,336,12515.19
2024-07-01,Franchise A,Brand A,LATAM,Southern Cone,Mexico,MXN,339921.4,18677.0,127,18533.46
2024-07-01,Franchise A,Brand B,LATAM,Southern Cone,Mexico,MXN,226517.2,12446.0,69,13018.29
2024-07-01,Franchise A,Brand C,LATAM,Southern Cone,Mexico,MXN,196814.8,10814.0,375,11877.39
2024-07-01,Franchise B,Brand D,LATAM,Southern Cone,Mexico,MXN,144544.4,7942.0,153,7577.03
2024-07-01,Franchise B,Brand E,LATAM,Southern Cone,Mexico,MXN,293384.0,16120.0,330,15339.92
2024-07-01,Franchise B,Brand F,LATAM,Southern Cone,Mexico,MXN,158412.8,8704.0,419,7992.37
2024-07-01,Franchise C,Brand G,LATAM,Southern Cone,Mexico,MXN,325070.2,17861.0,232,19548.17
2024-07-01,Franchise A,Brand A,APAC,SE Asia,Singapore,SGD,10858.05,8043.0,345,8636.52
2024-07-01,Franchise A,Brand B,APAC,SE Asia,Singapore,SGD,21874.05,16203.0,62,17301.9
2024-07-01,Franchise A,Brand C,APAC,SE Asia,Singapore,SGD,25320.6,18756.0,230,20555.48
2024-07-01,Franchise B,Brand D,APAC,SE Asia,Singapore,SGD,12847.95,9517.0,221,8619.54
2024-07-01,Franchise B,Brand E,APAC,SE Asia,Singapore,SGD,21139.65,15659.0,458,16166.07
2024-07-01,Franchise B,Brand F,APAC,SE Asia,Singapore,SGD,14233.05,10543.0,275,11283.39
2024-07-01,Franchise C,Brand G,APAC,SE Asia,Singapore,SGD,22315.5,16530.0,391,16276.15
2024-07-01,Franchise A,Brand A,APAC,SE Asia,India,INR,901883.5,10801.0,233,10031.49
2024-07-01,Franchise A,Brand B,APAC,SE Asia,India,INR,978453.0,11718.0,298,12228.79
2024-07-01,Franchise A,Brand C,APAC,SE Asia,India,INR,1566293.0,18758.0,53,18376.97
2024-07-01,Franchise B,Brand D,APAC,SE Asia,India,INR,1013356.0,12136.0,397,13305.17
2024-07-01,Franchise B,Brand E,APAC,SE Asia,India,INR,1164741.5,13949.0,216,12599.18
2024-07-01,Franchise B,Brand F,APAC,SE Asia,India,INR,1086251.5,13009.0,121,12608.16
2024-07-01,Franchise C,Brand G,APAC,SE Asia,India,INR,1283729.0,15374.0,476,14923.86
2024-07-01,Franchise A,Brand A,APAC,Oceania,Australia,AUD,22448.88,14769.0,328,15944.66
2024-07-01,Franchise A,Brand B,APAC,Oceania,Australia,AUD,26001.12,17106.0,342,18458.12
2024-07-01,Franchise A,Brand C,APAC,Oceania,Australia,AUD,28740.16,18908.0,433,18813.21
2024-07-01,Franchise B,Brand D,APAC,Oceania,Australia,AUD,18253.68,12009.0,290,11780.41
2024-07-01,Franchise B,Brand E,APAC,Oceania,Australia,AUD,14392.88,9469.0,216,9773.25
2024-07-01,Franchise B,Brand F,APAC,Oceania,Australia,AUD,9828.32,6466.0,452,6571.17
2024-07-01,Franchise C,Brand G,APAC,Oceania,Australia,AUD,22877.52,15051.0,360,16053.27
2024-07-01,Franchise A,Brand A,EMEA,Western Europe,UK,GBP,13802.1,17695.0,108,18598.39
2024-07-01,Franchise A,Brand B,EMEA,Western Europe,UK,GBP,13293.54,17043.0,167,16086.63
2024-07-01,Franchise A,Brand C,EMEA,Western Europe,UK,GBP,9235.2,11840.0,159,12683.4
2024-07-01,Franchise B,Brand D,EMEA,Western Europe,UK,GBP,12693.72,16274.0,128,17726.21
2024-07-01,Franchise B,Brand E,EMEA,Western Europe,UK,GBP,7206.42,9239.0,196,8582.7
2024-07-01,Franchise B,Brand F,EMEA,Western Europe,UK,GBP,8136.18,10431.0,222,10851.59
2024-07-01,Franchise C,Brand G,EMEA,Western Europe,UK,GBP,12870.0,16500.0,349,17143.91
2024-07-01,Franchise A,Brand A,EMEA,DACH,Germany,EUR,9637.0,10475.0,96,10177.11
2024-07-01,Franchise A,Brand B,EMEA,DACH,Germany,EUR,6620.32,7196.0,349,7130.44
2024-07-01,Franchise A,Brand C,EMEA,DACH,Germany,EUR,6431.72,6991.0,331,7164.14
2024-07-01,Franchise B,Brand D,EMEA,DACH,Germany,EUR,11937.92,12976.0,190,12115.68
2024-07-01,Franchise B,Brand E,EMEA,DACH,Germany,EUR,17519.56,19043.0,498,19864.82
2024-07-01,Franchise B,Brand F,EMEA,DACH,Germany,EUR,16200.28,17609.0,426,16294.61
2024-07-01,Franchise C,Brand G,EMEA,DACH,Germany,EUR,11176.16,12148.0,380,12164.54
2024-07-01,Franchise A,Brand A,EMEA,Middle East,UAE,AED,68129.88,18564.0,337,18429.49
2024-07-01,Franchise A,Brand B,EMEA,Middle East,UAE,AED,53468.23,14569.0,351,15962.88
2024-07-01,Franchise A,Brand C,EMEA,Middle East,UAE,AED,45500.66,12398.0,406,12134.16
2024-07-01,Franchise B,Brand D,EMEA,Middle East,UAE,AED,32729.06,8918.0,354,8541.06
2024-07-01,Franchise B,Brand E,EMEA,Middle East,UAE,AED,50139.54,13662.0,400,14301.0
2024-07-01,Franchise B,Brand F,EMEA,Middle East,UAE,AED,40858.11,11133.0,66,10549.63
2024-07-01,Franchise C,Brand G,EMEA,Middle East,UAE,AED,26585.48,7244.0,432,7041.92
2024-08-01,Franchise A,Brand A,North America,US/CAN,USA,USD,15939.0,15939.0,63,16167.08
2024-08-01,Franchise A,Brand B,North America,US/CAN,USA,USD,13836.0,13836.0,407,13434.48
2024-08-01,Franchise A,Brand C,North America,US/CAN,USA,USD,16868.0,16868.0,431,17699.09
2024-08-01,Franchise B,Brand D,North America,US/CAN,USA,USD,19169.0,19169.0,106,18611.76
2024-08-01,Franchise B,Brand E,North America,US/CAN,USA,USD,5975.0,5975.0,251,5848.3
2024-08-01,Franchise B,Brand F,North America,US/CAN,USA,USD,7083.0,7083.0,377,6544.97
2024-08-01,Franchise C,Brand G,North America,US/CAN,USA,USD,6008.0,6008.0,86,6240.79
2024-08-01,Franchise A,Brand A,North America,US/CAN,Canada,CAD,20892.32,15362.0,496,14866.9
2024-08-01,Franchise A,Brand B,North America,US/CAN,Canada,CAD,26583.92,19547.0,391,19497.77
2024-08-01,Franchise A,Brand C,North America,US/CAN,Canada,CAD,24565.68,18063.0,388,19444.12
2024-08-01,Franchise B,Brand D,North America,US/CAN,Canada,CAD,9828.72,7227.0,440,6647.34
2024-08-01,Franchise B,Brand E,North America,US/CAN,Canada,CAD,22014.32,16187.0,196,14617.41
2024-08-01,Franchise B,Brand F,North America,US/CAN,Canada,CAD,9685.92,7122.0,232,7602.34
2024-08-01,Franchise C,Brand G,North America,US/CAN,Canada,CAD,16292.8,11980.0,64,12329.51
2024-08-01,Franchise A,Brand A,LATAM,Southern Cone,Brazil,BRL,75041.4,14714.0,159,13406.05
2024-08-01,Franchise A,Brand B,LATAM,Southern Cone,Brazil,BRL,90315.9,17709.0,443,18709.45
2024-08-01,Franchise A,Brand C,LATAM,Southern Cone,Brazil,BRL,34292.4,6724.0,419,7333.65
2024-08-01,Franchise B,Brand D,LATAM,Southern Cone,Brazil,BRL,38433.6,7536.0,407,7857.87
2024-08-01,Franchise B,Brand E,LATAM,Southern Cone,Brazil,BRL,82263.0,16130.0,296,15093.65
2024-08-01,Franchise B,Brand F,LATAM,Southern Cone,Brazil,BRL,46440.6,9106.0,130,8951.63
2024-08-01,Franchise C,Brand G,LATAM,Southern Cone,Brazil,BRL,98685.0,19350.0,387,20086.12
2024-08-01,Franchise A,Brand A,LATAM,Southern Cone,Mexico,MXN,359595.6,19758.0,373,20180.55
2024-08-01,Franchise A,Brand B,LATAM,Southern Cone,Mexico,MXN,297206.0,16330.0,479,17637.21
2024-08-01,Franchise A,Brand C,LATAM,Southern Cone,Mexico,MXN,235726.4,12952.0,318,13383.33
2024-08-01,Franchise B,Brand D,LATAM,Southern Cone,Mexico,MXN,139321.0,7655.0,76,7314.82
2024-08-01,Franchise B,Brand E,LATAM,Southern Cone,Mexico,MXN,257839.4,14167.0,340,13174.22
2024-08-01,Franchise B,Brand F,LATAM,Southern Cone,Mexico,MXN,235489.8,12939.0,353,11673.28
2024-08-01,Franchise C,Brand G,LATAM,Southern Cone,Mexico,MXN,97715.8,5369.0,195,5686.66
2024-08-01,Franchise A,Brand A,APAC,SE Asia,Singapore,SGD,26879.85,19911.0,385,19057.63
2024-08-01,Franchise A,Brand B,APAC,SE Asia,Singapore,SGD,9356.85,6931.0,183,6415.01
2024-08-01,Franchise A,Brand C,APAC,SE Asia,Singapore,SGD,17061.3,12638.0,135,12057.08
2024-08-01,Franchise B,Brand D,APAC,SE Asia,Singapore,SGD,7187.4,5324.0,268,5676.52
2024-08-01,Franchise B,Brand E,APAC,SE Asia,Singapore,SGD,13576.95,10057.0,244,9223.63
2024-08-01,Franchise B,Brand F,APAC,SE Asia,Singapore,SGD,21381.3,15838.0,244,16495.71
2024-08-01,Franchise C,Brand G,APAC,SE Asia,Singapore,SGD,16641.45,12327.0,346,12361.28
2024-08-01,Franchise A,Brand A,APAC,SE Asia,India,INR,1482459.0,17754.0,307,18901.7
2024-08-01,Franchise A,Brand B,APAC,SE Asia,India,INR,1245653.0,14918.0,387,16107.9
